lead_id,created_date,region,channel,campaign_id,lead_status,mql_date,sql_date,converted_account_id
LEAD-100331,2025-08-12,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-100332,2025-11-19,NA,Partners,CMP-1027,Lead,,,
LEAD-100333,2024-11-05,APAC,Paid Search,CMP-1029,MQL,2024-11-14,,ACC-0237
LEAD-100334,2024-10-08,NA,Webinar,CMP-1002,Lead,,,
LEAD-100335,2025-08-28,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-100336,2024-06-28,EMEA,Partners,CMP-1021,Lead,,,
LEAD-100337,2025-07-23,EMEA,Paid Search,CMP-1016,SQL,2025-08-06,2025-09-04,ACC-0159
LEAD-100338,2025-03-02,NA,Paid Search,CMP-1014,SQL,2025-03-21,2025-04-11,ACC-0199
LEAD-100339,2024-08-18,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-100340,2024-05-27,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-100341,2024-02-29,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-100342,2025-03-02,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-100343,2025-02-01,EMEA,LinkedIn,CMP-1008,SQL,2025-02-05,2025-03-11,
LEAD-100344,2024-04-04,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-100345,2024-07-14,NA,Webinar,CMP-1002,Lead,,,
LEAD-100346,2025-11-20,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-100347,2024-03-15,NA,Webinar,CMP-1007,Lead,,,
LEAD-100348,2025-08-24,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-100349,2024-08-10,EMEA,Paid Search,CMP-1016,MQL,2024-08-21,,
LEAD-100350,2024-01-16,NA,Webinar,CMP-1007,Lead,,,
LEAD-100351,2024-04-30,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-100352,2025-05-05,APAC,LinkedIn,CMP-1030,MQL,2025-05-13,,ACC-0163
LEAD-100353,2024-09-02,NA,LinkedIn,CMP-1018,SQL,2024-09-18,2024-10-16,
LEAD-100354,2024-11-11,NA,Display,CMP-1009,Lead,,,
LEAD-100355,2025-05-24,EMEA,LinkedIn,CMP-1015,MQL,2025-06-10,,
LEAD-100356,2024-11-23,APAC,LinkedIn,CMP-1030,SQL,2024-11-26,2024-12-17,
LEAD-100357,2024-01-17,NA,Display,CMP-1009,Lead,,,
LEAD-100358,2025-08-21,EMEA,Partners,CMP-1019,Lead,,,
LEAD-100359,2024-10-29,APAC,Partners,CMP-1005,SQL,2024-11-18,2024-11-23,ACC-0098
LEAD-100360,2025-11-01,APAC,Webinar,CMP-1022,Lead,,,
LEAD-100361,2025-05-15,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-100362,2025-05-17,EMEA,LinkedIn,CMP-1015,MQL,2025-05-24,,ACC-0018
LEAD-100363,2025-07-13,EMEA,Paid Search,CMP-1016,MQL,2025-07-16,,ACC-0140
LEAD-100364,2024-03-17,NA,Partners,CMP-1027,Lead,,,
LEAD-100365,2024-01-07,NA,Paid Search,CMP-1014,MQL,2024-01-11,,
LEAD-100366,2024-01-10,NA,Webinar,CMP-1007,Lead,,,
LEAD-100367,2025-01-17,NA,Webinar,CMP-1002,Lead,,,
LEAD-100368,2025-11-13,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-100369,2025-05-09,APAC,Webinar,CMP-1022,Lead,,,
LEAD-100370,2024-01-07,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-100371,2024-01-13,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-100372,2024-10-08,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-100373,2024-01-18,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-100374,2025-11-21,NA,Paid Search,CMP-1014,Lead,,,
LEAD-100375,2024-07-02,NA,Display,CMP-1004,Lead,,,
LEAD-100376,2025-06-20,APAC,Partners,CMP-1005,MQL,2025-06-30,,
LEAD-100377,2024-09-30,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-100378,2025-01-17,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-100379,2024-09-06,EMEA,Webinar,CMP-1023,MQL,2024-09-10,,
LEAD-100380,2025-10-27,APAC,Webinar,CMP-1025,SQL,2025-11-10,2025-12-11,ACC-0094
LEAD-100381,2025-10-14,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-100382,2024-03-25,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-100383,2025-10-22,APAC,Paid Search,CMP-1026,MQL,2025-10-27,,
LEAD-100384,2024-02-13,EMEA,LinkedIn,CMP-1008,MQL,2024-03-04,,ACC-0240
LEAD-100385,2024-02-17,APAC,LinkedIn,CMP-1030,MQL,2024-03-07,,ACC-0168
LEAD-100386,2024-02-03,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-100387,2024-11-18,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-100388,2025-08-24,APAC,Partners,CMP-1005,Lead,,,
LEAD-100389,2025-12-30,NA,Partners,CMP-1027,Lead,,,
LEAD-100390,2024-03-19,APAC,LinkedIn,CMP-1010,SQL,2024-04-02,2024-05-02,ACC-0189
LEAD-100391,2024-05-23,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-100392,2024-03-21,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-100393,2024-12-20,NA,Webinar,CMP-1002,SQL,2024-12-24,2025-01-20,
LEAD-100394,2025-09-20,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-100395,2024-11-30,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-100396,2025-04-06,EMEA,Paid Search,CMP-1016,MQL,2025-04-20,,ACC-0183
LEAD-100397,2025-11-27,EMEA,Partners,CMP-1019,Lead,,,
LEAD-100398,2024-03-28,APAC,Webinar,CMP-1025,Lead,,,
LEAD-100399,2024-09-09,EMEA,Webinar,CMP-1023,SQL,2024-09-23,2024-09-28,
LEAD-100400,2024-11-20,EMEA,Partners,CMP-1012,SQL,2024-12-01,2024-12-28,ACC-0184
LEAD-100401,2024-10-03,NA,Display,CMP-1004,SQL,2024-10-19,2024-11-17,ACC-0024
LEAD-100402,2025-02-21,NA,Display,CMP-1004,SQL,2025-02-25,2025-03-23,
LEAD-100403,2024-01-13,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-100404,2024-03-27,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-100405,2024-09-05,EMEA,Partners,CMP-1019,Lead,,,
LEAD-100406,2025-12-02,APAC,Paid Search,CMP-1013,SQL,2025-12-12,2026-01-12,ACC-0079
LEAD-100407,2024-06-20,NA,Paid Search,CMP-1014,SQL,2024-06-24,2024-07-23,ACC-0114
LEAD-100408,2024-09-09,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-100409,2025-08-31,EMEA,Webinar,CMP-1020,SQL,2025-09-11,2025-09-10,
LEAD-100410,2024-12-06,NA,Partners,CMP-1027,Lead,,,
LEAD-100411,2024-12-03,EMEA,LinkedIn,CMP-1015,MQL,2024-12-24,,ACC-0165
LEAD-100412,2024-11-24,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-100413,2024-07-24,EMEA,Paid Search,CMP-1016,MQL,2024-08-05,,ACC-0129
LEAD-100414,2025-12-12,EMEA,Partners,CMP-1021,Lead,,,
LEAD-100415,2025-08-12,APAC,Paid Search,CMP-1026,SQL,2025-08-26,2025-09-14,ACC-0078
LEAD-100416,2025-07-31,NA,Webinar,CMP-1007,Lead,,,
LEAD-100417,2025-07-12,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-100418,2025-07-17,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-100419,2025-04-17,EMEA,Webinar,CMP-1023,MQL,2025-04-21,,
LEAD-100420,2025-02-22,APAC,Webinar,CMP-1022,Lead,,,
LEAD-100421,2025-10-10,APAC,LinkedIn,CMP-1010,MQL,2025-10-25,,
LEAD-100422,2024-03-16,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-100423,2025-05-05,EMEA,Partners,CMP-1019,Lead,,,
LEAD-100424,2025-06-02,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-100425,2025-12-09,NA,Paid Search,CMP-1014,Lead,,,
LEAD-100426,2025-01-03,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-100427,2025-07-03,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-100428,2024-03-28,NA,Display,CMP-1004,Lead,,,
LEAD-100429,2025-11-04,APAC,Webinar,CMP-1022,Lead,,,
LEAD-100430,2025-10-24,EMEA,Webinar,CMP-1020,MQL,2025-11-07,,
LEAD-100431,2024-12-05,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-100432,2024-01-11,NA,Display,CMP-1004,Lead,,,
LEAD-100433,2025-06-06,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-100434,2025-08-17,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-100435,2025-04-01,EMEA,Partners,CMP-1012,Lead,,,
LEAD-100436,2025-11-26,EMEA,Partners,CMP-1019,Lead,,,
LEAD-100437,2024-06-03,EMEA,Partners,CMP-1012,Lead,,,
LEAD-100438,2025-05-09,NA,Display,CMP-1004,Lead,,,
LEAD-100439,2024-03-28,NA,Display,CMP-1004,Lead,,,
LEAD-100440,2024-05-25,EMEA,Partners,CMP-1012,Lead,,,
LEAD-100441,2025-04-11,APAC,Paid Search,CMP-1026,MQL,2025-04-28,,ACC-0102
LEAD-100442,2025-12-14,EMEA,LinkedIn,CMP-1015,SQL,2025-12-19,2025-12-25,
LEAD-100443,2025-10-25,NA,Display,CMP-1004,Lead,,,
LEAD-100444,2024-06-17,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-100445,2024-09-06,NA,LinkedIn,CMP-1017,SQL,2024-09-25,2024-10-13,
LEAD-100446,2024-08-25,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-100447,2024-07-07,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-100448,2025-03-18,APAC,Paid Search,CMP-1013,MQL,2025-03-26,,ACC-0203
LEAD-100449,2025-03-15,APAC,Paid Search,CMP-1013,SQL,2025-03-25,2025-03-29,ACC-0164
LEAD-100450,2025-07-03,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-100451,2024-07-20,EMEA,LinkedIn,CMP-1015,MQL,2024-08-06,,ACC-0177
LEAD-100452,2025-10-16,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-100453,2025-09-17,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-100454,2024-12-22,EMEA,Partners,CMP-1012,Lead,,,
LEAD-100455,2025-09-24,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-100456,2025-12-23,APAC,Paid Search,CMP-1026,MQL,2025-12-27,,
LEAD-100457,2024-11-16,NA,Display,CMP-1004,SQL,2024-11-29,2024-12-05,ACC-0250
LEAD-100458,2025-03-04,EMEA,Webinar,CMP-1020,SQL,2025-03-11,2025-04-14,
LEAD-100459,2025-12-11,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-100460,2024-06-26,NA,LinkedIn,CMP-1018,SQL,2024-07-03,2024-07-26,
LEAD-100461,2025-09-26,NA,Webinar,CMP-1002,Lead,,,
LEAD-100462,2024-01-10,EMEA,Paid Search,CMP-1016,MQL,2024-01-29,,ACC-0226
LEAD-100463,2025-05-21,NA,Paid Search,CMP-1014,Lead,,,
LEAD-100464,2025-03-01,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-100465,2025-05-15,APAC,LinkedIn,CMP-1006,SQL,2025-05-24,2025-06-12,ACC-0073
LEAD-100466,2024-08-18,NA,LinkedIn,CMP-1018,MQL,2024-09-07,,
LEAD-100467,2025-05-22,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-100468,2025-08-09,NA,Display,CMP-1004,Lead,,,
LEAD-100469,2025-07-10,NA,Partners,CMP-1027,Lead,,,
LEAD-100470,2025-07-09,NA,Partners,CMP-1027,Lead,,,
LEAD-100471,2025-03-27,NA,LinkedIn,CMP-1018,SQL,2025-04-05,2025-04-25,
LEAD-100472,2024-02-03,EMEA,LinkedIn,CMP-1015,MQL,2024-02-07,,ACC-0036
LEAD-100473,2024-04-30,APAC,Webinar,CMP-1025,Lead,,,
LEAD-100474,2024-08-02,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-100475,2025-12-06,EMEA,Partners,CMP-1012,Lead,,,
LEAD-100476,2025-09-16,EMEA,Partners,CMP-1021,Lead,,,
LEAD-100477,2025-09-22,APAC,Partners,CMP-1005,Lead,,,
LEAD-100478,2024-07-30,APAC,Paid Search,CMP-1026,SQL,2024-08-09,2024-09-12,ACC-0227
LEAD-100479,2025-12-21,APAC,LinkedIn,CMP-1010,SQL,2026-01-08,2026-01-06,ACC-0195
LEAD-100480,2025-02-25,APAC,LinkedIn,CMP-1030,SQL,2025-03-03,2025-03-15,ACC-0190
LEAD-100481,2025-12-29,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-100482,2025-11-23,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-100483,2025-08-14,EMEA,Partners,CMP-1021,Lead,,,
LEAD-100484,2025-02-28,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-100485,2025-10-10,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-100486,2024-04-05,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-100487,2024-10-11,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-100488,2025-01-12,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-100489,2024-12-01,EMEA,Partners,CMP-1019,MQL,2024-12-05,,
LEAD-100490,2025-04-14,EMEA,Partners,CMP-1021,Lead,,,
LEAD-100491,2025-01-01,APAC,Webinar,CMP-1028,MQL,2025-01-09,,
LEAD-100492,2024-08-04,EMEA,Paid Search,CMP-1016,MQL,2024-08-16,,ACC-0027
LEAD-100493,2024-05-13,EMEA,Partners,CMP-1019,Lead,,,
LEAD-100494,2024-12-17,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-100495,2024-02-19,NA,Webinar,CMP-1002,MQL,2024-03-06,,ACC-0171
LEAD-100496,2024-06-10,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-100497,2025-03-14,NA,Webinar,CMP-1007,Lead,,,
LEAD-100498,2024-05-15,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-100499,2024-06-11,APAC,Webinar,CMP-1028,Lead,,,
LEAD-100500,2024-10-07,NA,Webinar,CMP-1003,Lead,,,
LEAD-100501,2024-09-13,NA,Webinar,CMP-1003,Lead,,,
LEAD-100502,2025-10-26,APAC,LinkedIn,CMP-1006,MQL,2025-11-04,,ACC-0115
LEAD-100503,2024-04-03,EMEA,Webinar,CMP-1023,SQL,2024-04-07,2024-04-21,ACC-0067
LEAD-100504,2025-06-15,APAC,Webinar,CMP-1022,Lead,,,
LEAD-100505,2024-01-09,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-100506,2024-05-03,APAC,Webinar,CMP-1028,Lead,,,
LEAD-100507,2024-05-15,EMEA,Paid Search,CMP-1016,SQL,2024-05-20,2024-05-31,ACC-0045
LEAD-100508,2024-11-02,APAC,Partners,CMP-1005,Lead,,,
LEAD-100509,2024-05-16,EMEA,Partners,CMP-1021,Lead,,,
LEAD-100510,2024-05-26,NA,Webinar,CMP-1003,Lead,,,
LEAD-100511,2024-01-09,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-100512,2025-03-26,EMEA,Partners,CMP-1012,Lead,,,
LEAD-100513,2025-10-05,NA,LinkedIn,CMP-1024,SQL,2025-10-21,2025-10-28,ACC-0173
LEAD-100514,2024-04-12,APAC,Partners,CMP-1005,Lead,,,
LEAD-100515,2025-08-26,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-100516,2025-03-15,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-100517,2024-09-10,NA,Display,CMP-1009,Lead,,,
LEAD-100518,2024-09-11,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-100519,2025-09-14,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-100520,2025-12-08,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-100521,2025-11-05,APAC,Paid Search,CMP-1029,MQL,2025-11-23,,ACC-0091
LEAD-100522,2025-02-05,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-100523,2024-09-02,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-100524,2024-09-03,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-100525,2024-03-13,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-100526,2024-01-13,EMEA,Partners,CMP-1012,Lead,,,
LEAD-100527,2024-05-15,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-100528,2025-08-05,NA,Paid Search,CMP-1014,Lead,,,
LEAD-100529,2025-11-30,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-100530,2024-03-15,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-100531,2024-01-15,NA,Display,CMP-1009,MQL,2024-01-29,,ACC-0185
LEAD-100532,2025-10-05,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-100533,2025-03-01,NA,Paid Search,CMP-1014,Lead,,,
LEAD-100534,2024-03-25,EMEA,Partners,CMP-1021,Lead,,,
LEAD-100535,2025-09-22,APAC,Partners,CMP-1005,Lead,,,
LEAD-100536,2024-11-13,NA,Webinar,CMP-1003,Lead,,,
LEAD-100537,2024-07-27,APAC,Paid Search,CMP-1026,SQL,2024-08-16,2024-08-10,ACC-0027
LEAD-100538,2025-03-23,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-100539,2024-09-01,NA,Webinar,CMP-1002,MQL,2024-09-06,,ACC-0227
LEAD-100540,2025-09-15,NA,Webinar,CMP-1002,Lead,,,
LEAD-100541,2025-11-04,NA,LinkedIn,CMP-1024,SQL,2025-11-10,2025-11-14,ACC-0072
LEAD-100542,2024-12-21,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-100543,2024-09-22,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-100544,2024-10-02,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-100545,2024-01-31,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-100546,2024-10-05,NA,LinkedIn,CMP-1017,MQL,2024-10-25,,
LEAD-100547,2025-05-23,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-100548,2024-02-26,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-100549,2024-06-19,EMEA,Partners,CMP-1012,MQL,2024-07-09,,
LEAD-100550,2024-04-28,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-100551,2024-01-03,NA,Webinar,CMP-1002,Lead,,,
LEAD-100552,2024-01-13,EMEA,LinkedIn,CMP-1008,SQL,2024-01-19,2024-02-03,
LEAD-100553,2024-02-06,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-100554,2025-11-02,NA,Paid Search,CMP-1014,SQL,2025-11-14,2025-11-29,
LEAD-100555,2025-08-08,EMEA,Partners,CMP-1012,MQL,2025-08-11,,ACC-0057
LEAD-100556,2025-06-12,NA,Webinar,CMP-1002,Lead,,,
LEAD-100557,2024-03-11,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-100558,2024-10-16,APAC,Webinar,CMP-1025,Lead,,,
LEAD-100559,2024-12-01,NA,Webinar,CMP-1003,Lead,,,
LEAD-100560,2024-01-09,EMEA,Partners,CMP-1012,MQL,2024-01-20,,
LEAD-100561,2024-09-05,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-100562,2025-05-20,APAC,Webinar,CMP-1025,Lead,,,
LEAD-100563,2025-07-13,APAC,Webinar,CMP-1025,Lead,,,
LEAD-100564,2024-06-03,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-100565,2024-01-25,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-100566,2025-10-13,NA,Partners,CMP-1027,Lead,,,
LEAD-100567,2024-01-10,EMEA,Webinar,CMP-1011,MQL,2024-01-21,,ACC-0062
LEAD-100568,2025-06-26,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-100569,2024-03-02,APAC,Partners,CMP-1005,Lead,,,
LEAD-100570,2024-04-05,NA,Webinar,CMP-1002,Lead,,,
LEAD-100571,2025-06-16,NA,Paid Search,CMP-1014,Lead,,,
LEAD-100572,2025-01-16,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-100573,2024-03-27,EMEA,Partners,CMP-1019,SQL,2024-04-10,2024-04-10,ACC-0199
LEAD-100574,2024-03-04,NA,Paid Search,CMP-1014,Lead,,,
LEAD-100575,2024-05-13,EMEA,LinkedIn,CMP-1008,MQL,2024-05-27,,
LEAD-100576,2024-11-30,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-100577,2024-08-27,NA,Webinar,CMP-1003,Lead,,,
LEAD-100578,2024-05-19,APAC,Webinar,CMP-1025,Lead,,,
LEAD-100579,2024-04-21,APAC,Partners,CMP-1005,SQL,2024-05-03,2024-05-27,ACC-0024
LEAD-100580,2025-01-01,APAC,Webinar,CMP-1025,SQL,2025-01-11,2025-01-18,ACC-0177
LEAD-100581,2025-12-03,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-100582,2025-12-14,EMEA,Webinar,CMP-1020,MQL,2025-12-26,,ACC-0166
LEAD-100583,2025-12-29,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-100584,2025-02-09,NA,LinkedIn,CMP-1017,SQL,2025-02-16,2025-02-20,
LEAD-100585,2025-04-08,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-100586,2024-09-12,NA,Display,CMP-1004,Lead,,,
LEAD-100587,2024-05-23,NA,Display,CMP-1004,MQL,2024-06-01,,ACC-0105
LEAD-100588,2025-02-14,EMEA,Partners,CMP-1012,Lead,,,
LEAD-100589,2025-10-22,NA,Webinar,CMP-1003,Lead,,,
LEAD-100590,2024-09-22,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-100591,2024-01-23,NA,Webinar,CMP-1003,MQL,2024-01-29,,ACC-0133
LEAD-100592,2024-12-05,NA,Display,CMP-1004,MQL,2024-12-12,,
LEAD-100593,2025-03-19,NA,Partners,CMP-1027,Lead,,,
LEAD-100594,2025-05-23,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-100595,2025-03-12,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-100596,2024-07-10,NA,Display,CMP-1009,Lead,,,
LEAD-100597,2024-06-01,NA,Webinar,CMP-1002,Lead,,,
LEAD-100598,2025-09-23,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-100599,2025-05-25,NA,Paid Search,CMP-1014,Lead,,,
LEAD-100600,2025-05-05,NA,Webinar,CMP-1002,SQL,2025-05-20,2025-05-27,
LEAD-100601,2025-06-22,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-100602,2025-07-10,APAC,Paid Search,CMP-1026,SQL,2025-07-23,2025-08-19,ACC-0188
LEAD-100603,2025-05-11,EMEA,Partners,CMP-1012,Lead,,,
LEAD-100604,2025-05-29,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-100605,2024-07-03,APAC,LinkedIn,CMP-1001,SQL,2024-07-13,2024-07-16,
LEAD-100606,2025-04-28,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-100607,2025-08-21,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-100608,2024-04-12,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-100609,2024-09-29,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-100610,2024-02-27,APAC,Webinar,CMP-1025,Lead,,,
LEAD-100611,2024-08-12,EMEA,Partners,CMP-1019,Lead,,,
LEAD-100612,2025-02-01,EMEA,Partners,CMP-1012,Lead,,,
LEAD-100613,2024-06-26,APAC,LinkedIn,CMP-1006,SQL,2024-07-09,2024-07-07,
LEAD-100614,2024-12-26,EMEA,Partners,CMP-1019,Lead,,,
LEAD-100615,2025-07-30,NA,Webinar,CMP-1007,Lead,,,
LEAD-100616,2025-05-19,NA,LinkedIn,CMP-1018,MQL,2025-05-23,,ACC-0007
LEAD-100617,2025-09-08,EMEA,LinkedIn,CMP-1008,MQL,2025-09-20,,
LEAD-100618,2024-07-25,APAC,Paid Search,CMP-1026,MQL,2024-08-06,,ACC-0137
LEAD-100619,2024-05-31,EMEA,Partners,CMP-1019,Lead,,,
LEAD-100620,2024-05-25,APAC,Webinar,CMP-1025,MQL,2024-06-07,,
LEAD-100621,2025-01-17,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-100622,2025-02-09,EMEA,Partners,CMP-1019,SQL,2025-02-15,2025-03-01,
LEAD-100623,2025-03-23,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-100624,2025-05-13,EMEA,Partners,CMP-1021,Lead,,,
LEAD-100625,2025-12-25,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-100626,2025-09-20,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-100627,2025-11-12,EMEA,Partners,CMP-1019,Lead,,,
LEAD-100628,2025-01-22,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-100629,2024-10-28,APAC,Partners,CMP-1005,SQL,2024-11-17,2024-12-02,
LEAD-100630,2025-08-04,NA,Webinar,CMP-1002,SQL,2025-08-25,2025-08-28,
LEAD-100631,2024-04-16,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-100632,2024-12-05,NA,LinkedIn,CMP-1024,SQL,2024-12-17,2024-12-25,
LEAD-100633,2024-03-31,NA,Partners,CMP-1027,Lead,,,
LEAD-100634,2025-10-16,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-100635,2025-04-02,APAC,LinkedIn,CMP-1001,SQL,2025-04-06,2025-05-04,ACC-0066
LEAD-100636,2024-04-20,NA,LinkedIn,CMP-1024,SQL,2024-05-05,2024-05-10,
LEAD-100637,2025-05-19,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-100638,2025-07-13,APAC,Paid Search,CMP-1013,MQL,2025-08-02,,
LEAD-100639,2025-12-04,EMEA,LinkedIn,CMP-1008,SQL,2025-12-07,2026-01-01,ACC-0005
LEAD-100640,2024-09-24,NA,Display,CMP-1004,SQL,2024-10-08,2024-10-14,
LEAD-100641,2025-07-14,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-100642,2024-12-12,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-100643,2025-05-09,EMEA,Webinar,CMP-1023,MQL,2025-05-16,,
LEAD-100644,2025-03-20,APAC,LinkedIn,CMP-1006,SQL,2025-03-28,2025-04-25,
LEAD-100645,2025-07-07,NA,Display,CMP-1009,Lead,,,
LEAD-100646,2024-10-31,EMEA,LinkedIn,CMP-1008,SQL,2024-11-19,2024-12-11,ACC-0139
LEAD-100647,2025-01-04,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-100648,2024-10-28,NA,Partners,CMP-1027,Lead,,,
LEAD-100649,2025-09-06,EMEA,Paid Search,CMP-1016,SQL,2025-09-13,2025-10-04,
LEAD-100650,2025-04-29,APAC,Webinar,CMP-1028,MQL,2025-05-16,,ACC-0077
LEAD-100651,2025-11-07,NA,Display,CMP-1009,MQL,2025-11-14,,ACC-0133
LEAD-100652,2025-01-25,EMEA,Partners,CMP-1012,SQL,2025-02-10,2025-03-05,ACC-0064
LEAD-100653,2024-10-02,EMEA,Partners,CMP-1019,MQL,2024-10-07,,ACC-0032
LEAD-100654,2024-12-18,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-100655,2025-08-26,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-100656,2025-01-31,NA,Partners,CMP-1027,Lead,,,
LEAD-100657,2025-07-02,APAC,Webinar,CMP-1022,Lead,,,
