shipment_id,ship_date,region,account_id,doctor_id,product_line,cases_shipped
SHP-300346,2025-04-29,APAC,ACC-0083,DR-9917,Scanner,2
SHP-300347,2025-08-18,EMEA,ACC-0246,DR-9148,Clear Aligners,2
SHP-300348,2025-12-24,APAC,ACC-0102,DR-9032,Clear Aligners,3
SHP-300349,2024-10-04,NA,ACC-0109,DR-9699,Clear Aligners,5
SHP-300350,2025-02-26,NA,ACC-0230,DR-9802,Clear Aligners,6
SHP-300351,2025-10-05,APAC,ACC-0244,DR-9338,Imaging,1
SHP-300352,2025-08-10,EMEA,ACC-0172,DR-9738,Clear Aligners,1
SHP-300353,2024-11-07,EMEA,ACC-0062,DR-9793,Clear Aligners,2
SHP-300354,2024-11-26,NA,ACC-0075,DR-9557,Clear Aligners,1
SHP-300355,2024-11-19,EMEA,ACC-0039,DR-9621,Clear Aligners,4
SHP-300356,2024-07-13,EMEA,ACC-0247,DR-9793,Clear Aligners,6
SHP-300357,2024-09-10,APAC,ACC-0087,DR-9426,Clear Aligners,4
SHP-300358,2024-08-31,EMEA,ACC-0209,DR-9493,Clear Aligners,6
SHP-300359,2025-12-17,NA,ACC-0230,DR-9476,Clear Aligners,1
SHP-300360,2024-01-03,NA,ACC-0009,DR-9553,Clear Aligners,5
SHP-300361,2024-05-02,NA,ACC-0013,DR-9269,Clear Aligners,4
SHP-300362,2025-04-06,NA,ACC-0022,DR-9033,Imaging,1
SHP-300363,2024-04-08,NA,ACC-0167,DR-9010,Scanner,2
SHP-300364,2025-03-27,EMEA,ACC-0128,DR-9838,Clear Aligners,3
SHP-300365,2024-12-15,APAC,ACC-0083,DR-9894,Clear Aligners,3
SHP-300366,2025-07-19,NA,ACC-0167,DR-9854,Scanner,1
SHP-300367,2024-08-05,EMEA,ACC-0081,DR-9642,Imaging,2
SHP-300368,2024-04-04,EMEA,ACC-0127,DR-9860,Clear Aligners,6
SHP-300369,2025-01-24,NA,ACC-0224,DR-9464,Clear Aligners,7
SHP-300370,2025-09-11,NA,ACC-0126,DR-9037,Clear Aligners,6
SHP-300371,2025-09-10,EMEA,ACC-0033,DR-9974,Clear Aligners,4
SHP-300372,2025-12-06,APAC,ACC-0170,DR-9244,Scanner,1
SHP-300373,2025-12-19,APAC,ACC-0249,DR-9058,Clear Aligners,6
SHP-300374,2025-01-06,EMEA,ACC-0142,DR-9603,Scanner,1
SHP-300375,2025-01-22,EMEA,ACC-0069,DR-9561,Clear Aligners,4
SHP-300376,2024-09-10,NA,ACC-0238,DR-9075,Clear Aligners,8
SHP-300377,2025-08-25,APAC,ACC-0074,DR-9910,Clear Aligners,7
SHP-300378,2024-10-21,APAC,ACC-0249,DR-9028,Clear Aligners,5
SHP-300379,2024-11-03,APAC,ACC-0086,DR-9358,Clear Aligners,5
SHP-300380,2024-12-29,APAC,ACC-0141,DR-9757,Scanner,2
SHP-300381,2025-08-07,APAC,ACC-0037,DR-9861,Clear Aligners,6
SHP-300382,2025-04-23,EMEA,ACC-0129,DR-9509,Clear Aligners,7
SHP-300383,2025-01-12,EMEA,ACC-0060,DR-9267,Clear Aligners,7
SHP-300384,2024-07-03,NA,ACC-0226,DR-9480,Scanner,2
SHP-300385,2025-03-11,NA,ACC-0200,DR-9964,Clear Aligners,3
SHP-300386,2025-04-05,NA,ACC-0231,DR-9677,Clear Aligners,3
SHP-300387,2025-02-24,NA,ACC-0078,DR-9131,Clear Aligners,7
SHP-300388,2024-03-07,APAC,ACC-0087,DR-9446,Clear Aligners,1
SHP-300389,2024-04-30,APAC,ACC-0157,DR-9620,Clear Aligners,4
SHP-300390,2025-03-22,APAC,ACC-0057,DR-9601,Scanner,1
SHP-300391,2025-08-26,APAC,ACC-0024,DR-9585,Clear Aligners,1
SHP-300392,2025-07-23,EMEA,ACC-0127,DR-9478,Clear Aligners,1
SHP-300393,2024-02-20,NA,ACC-0066,DR-9139,Scanner,2
SHP-300394,2025-12-07,APAC,ACC-0194,DR-9172,Clear Aligners,1
SHP-300395,2024-12-18,NA,ACC-0155,DR-9821,Imaging,2
SHP-300396,2025-04-21,APAC,ACC-0243,DR-9871,Scanner,2
SHP-300397,2024-02-20,APAC,ACC-0105,DR-9687,Clear Aligners,8
SHP-300398,2024-05-17,NA,ACC-0114,DR-9518,Clear Aligners,3
SHP-300399,2024-04-12,APAC,ACC-0102,DR-9343,Clear Aligners,7
SHP-300400,2025-10-25,APAC,ACC-0150,DR-9752,Clear Aligners,7
SHP-300401,2024-11-09,NA,ACC-0161,DR-9987,Clear Aligners,8
SHP-300402,2025-04-05,APAC,ACC-0175,DR-9325,Clear Aligners,6
SHP-300403,2025-02-03,EMEA,ACC-0063,DR-9576,Clear Aligners,2
SHP-300404,2025-08-30,NA,ACC-0238,DR-9152,Scanner,1
SHP-300405,2024-12-28,NA,ACC-0051,DR-9923,Scanner,1
SHP-300406,2024-07-28,APAC,ACC-0008,DR-9245,Clear Aligners,8
SHP-300407,2024-10-16,NA,ACC-0158,DR-9801,Clear Aligners,3
SHP-300408,2024-12-26,NA,ACC-0230,DR-9507,Clear Aligners,6
SHP-300409,2024-04-18,NA,ACC-0006,DR-9764,Clear Aligners,5
SHP-300410,2025-06-21,NA,ACC-0027,DR-9484,Clear Aligners,4
SHP-300411,2025-01-06,APAC,ACC-0087,DR-9564,Clear Aligners,3
SHP-300412,2024-04-25,EMEA,ACC-0081,DR-9508,Clear Aligners,5
SHP-300413,2025-06-05,APAC,ACC-0118,DR-9288,Clear Aligners,8
SHP-300414,2025-04-06,EMEA,ACC-0143,DR-9382,Clear Aligners,6
SHP-300415,2025-11-01,EMEA,ACC-0115,DR-9221,Clear Aligners,4
SHP-300416,2025-01-16,NA,ACC-0155,DR-9592,Clear Aligners,8
SHP-300417,2024-05-07,NA,ACC-0202,DR-9148,Clear Aligners,1
SHP-300418,2024-03-23,NA,ACC-0016,DR-9063,Clear Aligners,7
SHP-300419,2024-09-17,EMEA,ACC-0080,DR-9591,Clear Aligners,2
SHP-300420,2024-06-01,APAC,ACC-0095,DR-9502,Clear Aligners,2
SHP-300421,2025-08-14,NA,ACC-0126,DR-9430,Clear Aligners,4
SHP-300422,2024-08-03,APAC,ACC-0086,DR-9694,Clear Aligners,1
SHP-300423,2024-08-05,NA,ACC-0226,DR-9251,Clear Aligners,8
SHP-300424,2025-07-24,NA,ACC-0013,DR-9328,Clear Aligners,7
SHP-300425,2025-06-27,APAC,ACC-0195,DR-9816,Clear Aligners,8
SHP-300426,2025-01-17,EMEA,ACC-0115,DR-9337,Clear Aligners,6
SHP-300427,2024-07-01,NA,ACC-0132,DR-9175,Clear Aligners,1
SHP-300428,2024-05-19,EMEA,ACC-0181,DR-9283,Clear Aligners,8
SHP-300429,2024-09-16,NA,ACC-0126,DR-9126,Clear Aligners,2
SHP-300430,2024-07-09,APAC,ACC-0125,DR-9412,Clear Aligners,4
SHP-300431,2024-10-24,NA,ACC-0049,DR-9125,Clear Aligners,8
SHP-300432,2024-08-24,EMEA,ACC-0208,DR-9169,Clear Aligners,3
SHP-300433,2024-05-20,NA,ACC-0191,DR-9084,Clear Aligners,8
SHP-300434,2025-10-22,EMEA,ACC-0181,DR-9441,Clear Aligners,6
SHP-300435,2024-01-09,APAC,ACC-0102,DR-9581,Scanner,2
SHP-300436,2025-12-03,APAC,ACC-0057,DR-9864,Clear Aligners,8
SHP-300437,2025-01-17,NA,ACC-0126,DR-9659,Scanner,1
SHP-300438,2024-11-19,APAC,ACC-0136,DR-9493,Clear Aligners,8
SHP-300439,2025-05-09,APAC,ACC-0106,DR-9576,Scanner,1
SHP-300440,2025-04-14,APAC,ACC-0037,DR-9075,Clear Aligners,3
SHP-300441,2025-11-16,NA,ACC-0192,DR-9309,Clear Aligners,6
SHP-300442,2024-07-30,EMEA,ACC-0064,DR-9514,Clear Aligners,2
SHP-300443,2024-03-11,EMEA,ACC-0135,DR-9506,Clear Aligners,6
SHP-300444,2024-02-02,EMEA,ACC-0110,DR-9144,Scanner,2
SHP-300445,2024-06-10,APAC,ACC-0112,DR-9278,Clear Aligners,1
SHP-300446,2024-07-11,APAC,ACC-0029,DR-9718,Clear Aligners,6
SHP-300447,2025-04-06,APAC,ACC-0054,DR-9427,Clear Aligners,3
SHP-300448,2025-09-18,EMEA,ACC-0227,DR-9204,Clear Aligners,2
SHP-300449,2025-02-20,APAC,ACC-0059,DR-9911,Clear Aligners,8
SHP-300450,2024-01-05,APAC,ACC-0240,DR-9549,Scanner,2
SHP-300451,2024-11-28,EMEA,ACC-0033,DR-9586,Clear Aligners,5
SHP-300452,2024-08-21,APAC,ACC-0087,DR-9593,Scanner,2
SHP-300453,2024-09-29,APAC,ACC-0169,DR-9061,Scanner,1
SHP-300454,2024-01-17,APAC,ACC-0057,DR-9878,Clear Aligners,8
SHP-300455,2025-08-30,NA,ACC-0147,DR-9637,Clear Aligners,4
SHP-300456,2024-12-23,EMEA,ACC-0035,DR-9598,Clear Aligners,3
SHP-300457,2024-04-27,EMEA,ACC-0234,DR-9001,Imaging,1
SHP-300458,2025-06-21,APAC,ACC-0050,DR-9517,Scanner,2
SHP-300459,2025-09-17,APAC,ACC-0034,DR-9637,Scanner,1
SHP-300460,2024-08-07,EMEA,ACC-0206,DR-9780,Imaging,1
SHP-300461,2025-01-13,EMEA,ACC-0154,DR-9976,Clear Aligners,6
SHP-300462,2024-08-03,APAC,ACC-0102,DR-9815,Clear Aligners,2
SHP-300463,2024-04-13,APAC,ACC-0072,DR-9733,Clear Aligners,8
SHP-300464,2024-02-08,NA,ACC-0049,DR-9306,Scanner,2
SHP-300465,2025-01-13,APAC,ACC-0190,DR-9658,Clear Aligners,2
SHP-300466,2025-02-25,EMEA,ACC-0162,DR-9955,Clear Aligners,3
SHP-300467,2025-01-28,APAC,ACC-0173,DR-9852,Clear Aligners,6
SHP-300468,2024-11-27,NA,ACC-0123,DR-9166,Clear Aligners,1
SHP-300469,2024-07-01,APAC,ACC-0195,DR-9850,Imaging,1
SHP-300470,2024-12-15,EMEA,ACC-0187,DR-9812,Clear Aligners,7
SHP-300471,2025-09-29,EMEA,ACC-0081,DR-9173,Clear Aligners,3
SHP-300472,2025-11-10,NA,ACC-0055,DR-9291,Clear Aligners,1
SHP-300473,2025-05-16,NA,ACC-0189,DR-9085,Scanner,2
SHP-300474,2024-09-09,EMEA,ACC-0134,DR-9234,Clear Aligners,5
SHP-300475,2025-01-29,APAC,ACC-0098,DR-9063,Clear Aligners,6
SHP-300476,2024-09-22,EMEA,ACC-0080,DR-9050,Clear Aligners,1
SHP-300477,2025-03-03,EMEA,ACC-0041,DR-9810,Clear Aligners,4
SHP-300478,2025-08-07,NA,ACC-0153,DR-9078,Clear Aligners,1
SHP-300479,2025-03-28,NA,ACC-0158,DR-9792,Clear Aligners,6
SHP-300480,2024-04-20,EMEA,ACC-0041,DR-9345,Clear Aligners,3
SHP-300481,2024-03-17,EMEA,ACC-0044,DR-9780,Clear Aligners,2
SHP-300482,2024-06-30,APAC,ACC-0150,DR-9174,Clear Aligners,3
SHP-300483,2024-10-25,NA,ACC-0016,DR-9499,Clear Aligners,6
SHP-300484,2025-02-12,EMEA,ACC-0227,DR-9526,Clear Aligners,1
SHP-300485,2025-09-13,NA,ACC-0151,DR-9259,Clear Aligners,2
SHP-300486,2025-06-25,EMEA,ACC-0198,DR-9929,Clear Aligners,6
SHP-300487,2024-10-03,EMEA,ACC-0207,DR-9223,Clear Aligners,4
SHP-300488,2025-03-21,EMEA,ACC-0180,DR-9748,Clear Aligners,1
SHP-300489,2024-05-23,EMEA,ACC-0180,DR-9962,Clear Aligners,2
SHP-300490,2024-12-02,NA,ACC-0030,DR-9713,Imaging,2
SHP-300491,2025-07-19,APAC,ACC-0201,DR-9662,Clear Aligners,2
SHP-300492,2025-11-13,EMEA,ACC-0129,DR-9484,Clear Aligners,3
SHP-300493,2025-08-02,EMEA,ACC-0113,DR-9337,Clear Aligners,3
SHP-300494,2024-11-07,APAC,ACC-0003,DR-9174,Clear Aligners,2
SHP-300495,2025-08-21,NA,ACC-0185,DR-9658,Scanner,1
SHP-300496,2025-10-28,APAC,ACC-0216,DR-9584,Clear Aligners,5
SHP-300497,2025-05-30,NA,ACC-0224,DR-9112,Clear Aligners,5
SHP-300498,2024-01-08,APAC,ACC-0190,DR-9221,Scanner,2
SHP-300499,2025-12-11,EMEA,ACC-0100,DR-9922,Clear Aligners,4
SHP-300500,2025-08-17,EMEA,ACC-0085,DR-9875,Clear Aligners,3
SHP-300501,2025-02-26,APAC,ACC-0077,DR-9005,Clear Aligners,2
SHP-300502,2024-06-15,NA,ACC-0203,DR-9031,Scanner,1
SHP-300503,2025-04-06,EMEA,ACC-0088,DR-9043,Clear Aligners,3
SHP-300504,2024-02-22,EMEA,ACC-0180,DR-9518,Clear Aligners,5
SHP-300505,2025-12-19,EMEA,ACC-0119,DR-9633,Clear Aligners,7
SHP-300506,2025-02-16,APAC,ACC-0020,DR-9304,Clear Aligners,2
SHP-300507,2025-12-08,NA,ACC-0051,DR-9474,Clear Aligners,3
SHP-300508,2025-09-06,NA,ACC-0189,DR-9677,Clear Aligners,7
SHP-300509,2025-04-13,APAC,ACC-0176,DR-9334,Scanner,1
SHP-300510,2025-03-02,EMEA,ACC-0088,DR-9279,Clear Aligners,2
SHP-300511,2024-11-16,EMEA,ACC-0062,DR-9153,Clear Aligners,2
SHP-300512,2025-07-27,NA,ACC-0049,DR-9913,Clear Aligners,2
SHP-300513,2024-04-10,APAC,ACC-0174,DR-9529,Clear Aligners,6
SHP-300514,2024-05-20,NA,ACC-0010,DR-9367,Clear Aligners,7
SHP-300515,2025-06-30,NA,ACC-0167,DR-9908,Scanner,1
SHP-300516,2024-10-23,APAC,ACC-0152,DR-9256,Clear Aligners,1
SHP-300517,2024-05-08,EMEA,ACC-0135,DR-9743,Clear Aligners,5
SHP-300518,2025-02-08,APAC,ACC-0159,DR-9402,Clear Aligners,8
SHP-300519,2024-03-24,NA,ACC-0051,DR-9799,Clear Aligners,3
SHP-300520,2024-01-11,EMEA,ACC-0250,DR-9320,Imaging,1
SHP-300521,2024-09-16,APAC,ACC-0025,DR-9549,Clear Aligners,7
SHP-300522,2025-03-27,APAC,ACC-0244,DR-9833,Scanner,2
SHP-300523,2025-04-30,NA,ACC-0132,DR-9318,Clear Aligners,3
SHP-300524,2025-09-25,NA,ACC-0167,DR-9202,Imaging,2
SHP-300525,2025-10-17,APAC,ACC-0019,DR-9921,Clear Aligners,7
SHP-300526,2025-12-26,EMEA,ACC-0031,DR-9481,Clear Aligners,5
SHP-300527,2024-02-23,EMEA,ACC-0028,DR-9717,Imaging,2
SHP-300528,2025-05-13,APAC,ACC-0118,DR-9076,Scanner,1
SHP-300529,2025-04-04,EMEA,ACC-0035,DR-9182,Clear Aligners,5
SHP-300530,2025-12-05,APAC,ACC-0221,DR-9246,Clear Aligners,4
SHP-300531,2025-12-16,EMEA,ACC-0091,DR-9810,Clear Aligners,6
SHP-300532,2024-03-15,APAC,ACC-0218,DR-9689,Clear Aligners,8
SHP-300533,2024-05-28,APAC,ACC-0232,DR-9473,Clear Aligners,3
SHP-300534,2024-12-18,EMEA,ACC-0187,DR-9442,Clear Aligners,6
SHP-300535,2024-10-23,EMEA,ACC-0247,DR-9447,Scanner,1
SHP-300536,2025-08-30,APAC,ACC-0205,DR-9864,Clear Aligners,7
SHP-300537,2025-12-27,APAC,ACC-0159,DR-9594,Clear Aligners,6
SHP-300538,2025-12-17,NA,ACC-0096,DR-9568,Clear Aligners,2
SHP-300539,2025-07-18,NA,ACC-0042,DR-9950,Clear Aligners,4
SHP-300540,2025-01-25,EMEA,ACC-0069,DR-9993,Clear Aligners,3
SHP-300541,2025-04-15,APAC,ACC-0152,DR-9436,Clear Aligners,1
SHP-300542,2025-05-04,EMEA,ACC-0060,DR-9755,Scanner,1
SHP-300543,2024-10-07,APAC,ACC-0105,DR-9897,Clear Aligners,4
SHP-300544,2024-12-26,APAC,ACC-0171,DR-9467,Imaging,1
SHP-300545,2024-03-21,NA,ACC-0051,DR-9616,Clear Aligners,6
SHP-300546,2025-08-15,EMEA,ACC-0063,DR-9840,Clear Aligners,2
SHP-300547,2025-03-12,NA,ACC-0130,DR-9607,Clear Aligners,3
SHP-300548,2025-11-21,APAC,ACC-0169,DR-9195,Clear Aligners,6
SHP-300549,2024-09-12,APAC,ACC-0082,DR-9478,Clear Aligners,1
SHP-300550,2024-12-20,NA,ACC-0036,DR-9480,Clear Aligners,1
SHP-300551,2025-05-22,APAC,ACC-0008,DR-9006,Clear Aligners,5
SHP-300552,2025-08-02,NA,ACC-0014,DR-9591,Clear Aligners,7
SHP-300553,2024-07-21,NA,ACC-0167,DR-9467,Scanner,2
SHP-300554,2025-05-31,NA,ACC-0096,DR-9981,Clear Aligners,7
SHP-300555,2024-05-08,NA,ACC-0155,DR-9243,Scanner,1
SHP-300556,2024-11-29,NA,ACC-0211,DR-9367,Imaging,1
SHP-300557,2025-09-17,EMEA,ACC-0113,DR-9263,Scanner,2
SHP-300558,2025-01-02,APAC,ACC-0233,DR-9175,Clear Aligners,3
SHP-300559,2025-01-14,EMEA,ACC-0193,DR-9344,Clear Aligners,2
SHP-300560,2024-07-19,NA,ACC-0006,DR-9844,Scanner,1
SHP-300561,2025-12-25,APAC,ACC-0174,DR-9335,Clear Aligners,2
SHP-300562,2024-12-25,NA,ACC-0005,DR-9595,Clear Aligners,7
SHP-300563,2024-08-01,APAC,ACC-0244,DR-9362,Clear Aligners,2
SHP-300564,2025-12-21,NA,ACC-0075,DR-9101,Imaging,1
SHP-300565,2025-09-02,APAC,ACC-0008,DR-9316,Clear Aligners,6
SHP-300566,2024-04-19,NA,ACC-0014,DR-9881,Clear Aligners,7
SHP-300567,2024-08-22,EMEA,ACC-0115,DR-9364,Clear Aligners,1
SHP-300568,2024-12-09,APAC,ACC-0244,DR-9257,Clear Aligners,2
SHP-300569,2025-05-18,EMEA,ACC-0085,DR-9904,Clear Aligners,3
SHP-300570,2024-05-24,EMEA,ACC-0128,DR-9137,Clear Aligners,7
SHP-300571,2025-12-19,NA,ACC-0177,DR-9514,Clear Aligners,8
SHP-300572,2024-02-10,EMEA,ACC-0108,DR-9203,Imaging,1
SHP-300573,2024-08-09,EMEA,ACC-0041,DR-9558,Clear Aligners,2
SHP-300574,2024-05-23,APAC,ACC-0048,DR-9451,Clear Aligners,2
SHP-300575,2025-06-22,EMEA,ACC-0248,DR-9669,Scanner,1
SHP-300576,2024-12-27,APAC,ACC-0034,DR-9314,Imaging,2
SHP-300577,2025-11-29,NA,ACC-0166,DR-9327,Scanner,1
SHP-300578,2024-05-02,NA,ACC-0230,DR-9165,Clear Aligners,8
SHP-300579,2024-11-20,APAC,ACC-0174,DR-9433,Imaging,1
SHP-300580,2025-05-24,EMEA,ACC-0031,DR-9222,Scanner,1
SHP-300581,2024-03-30,APAC,ACC-0170,DR-9861,Clear Aligners,4
SHP-300582,2024-09-01,EMEA,ACC-0181,DR-9107,Imaging,1
SHP-300583,2025-07-01,NA,ACC-0226,DR-9165,Clear Aligners,4
SHP-300584,2024-02-25,EMEA,ACC-0127,DR-9749,Scanner,2
SHP-300585,2025-08-18,APAC,ACC-0176,DR-9689,Scanner,1
SHP-300586,2024-01-28,EMEA,ACC-0210,DR-9950,Clear Aligners,2
SHP-300587,2025-06-05,APAC,ACC-0232,DR-9249,Scanner,2
SHP-300588,2024-10-31,EMEA,ACC-0142,DR-9381,Clear Aligners,2
SHP-300589,2025-11-24,NA,ACC-0189,DR-9045,Clear Aligners,3
SHP-300590,2024-03-10,EMEA,ACC-0032,DR-9311,Clear Aligners,2
SHP-300591,2025-12-24,EMEA,ACC-0091,DR-9557,Clear Aligners,2
SHP-300592,2025-04-03,NA,ACC-0226,DR-9530,Clear Aligners,5
SHP-300593,2025-03-08,NA,ACC-0191,DR-9649,Clear Aligners,8
SHP-300594,2025-06-29,NA,ACC-0123,DR-9811,Clear Aligners,4
SHP-300595,2024-07-07,APAC,ACC-0017,DR-9288,Scanner,2
SHP-300596,2024-01-12,NA,ACC-0230,DR-9131,Clear Aligners,1
SHP-300597,2024-10-13,APAC,ACC-0008,DR-9318,Clear Aligners,8
SHP-300598,2024-09-18,NA,ACC-0239,DR-9209,Clear Aligners,5
SHP-300599,2024-11-08,EMEA,ACC-0039,DR-9044,Clear Aligners,7
SHP-300600,2025-01-04,EMEA,ACC-0139,DR-9046,Clear Aligners,1
SHP-300601,2024-10-28,NA,ACC-0079,DR-9001,Scanner,1
SHP-300602,2024-01-13,APAC,ACC-0045,DR-9113,Clear Aligners,4
SHP-300603,2024-05-04,EMEA,ACC-0038,DR-9375,Clear Aligners,6
SHP-300604,2025-04-11,APAC,ACC-0140,DR-9136,Clear Aligners,1
SHP-300605,2025-04-28,NA,ACC-0027,DR-9150,Scanner,1
SHP-300606,2025-11-26,NA,ACC-0009,DR-9983,Clear Aligners,6
SHP-300607,2025-03-09,EMEA,ACC-0018,DR-9709,Scanner,2
SHP-300608,2024-05-13,NA,ACC-0103,DR-9500,Clear Aligners,7
SHP-300609,2024-03-19,NA,ACC-0109,DR-9819,Clear Aligners,8
SHP-300610,2025-07-21,NA,ACC-0073,DR-9842,Imaging,2
SHP-300611,2025-05-17,EMEA,ACC-0004,DR-9753,Clear Aligners,8
SHP-300612,2025-01-14,EMEA,ACC-0021,DR-9222,Scanner,2
SHP-300613,2025-04-20,NA,ACC-0109,DR-9131,Clear Aligners,4
SHP-300614,2025-09-13,NA,ACC-0161,DR-9545,Clear Aligners,4
SHP-300615,2025-09-21,EMEA,ACC-0062,DR-9651,Clear Aligners,3
SHP-300616,2024-02-12,APAC,ACC-0070,DR-9487,Clear Aligners,4
SHP-300617,2024-02-09,APAC,ACC-0020,DR-9119,Clear Aligners,5
SHP-300618,2024-11-22,NA,ACC-0093,DR-9513,Clear Aligners,7
SHP-300619,2025-06-06,NA,ACC-0103,DR-9086,Scanner,2
SHP-300620,2024-08-16,NA,ACC-0212,DR-9551,Clear Aligners,1
SHP-300621,2025-05-25,EMEA,ACC-0115,DR-9592,Imaging,2
SHP-300622,2024-11-15,EMEA,ACC-0040,DR-9041,Clear Aligners,4
SHP-300623,2025-10-03,NA,ACC-0071,DR-9109,Clear Aligners,6
SHP-300624,2025-05-11,EMEA,ACC-0143,DR-9522,Scanner,2
SHP-300625,2025-09-26,APAC,ACC-0176,DR-9582,Clear Aligners,2
SHP-300626,2025-07-06,EMEA,ACC-0081,DR-9244,Clear Aligners,7
SHP-300627,2024-05-23,EMEA,ACC-0142,DR-9922,Clear Aligners,5
SHP-300628,2024-11-09,NA,ACC-0010,DR-9785,Clear Aligners,4
SHP-300629,2025-08-20,NA,ACC-0155,DR-9083,Clear Aligners,6
SHP-300630,2024-09-14,APAC,ACC-0173,DR-9420,Clear Aligners,4
SHP-300631,2025-06-12,APAC,ACC-0216,DR-9430,Clear Aligners,8
SHP-300632,2024-01-09,EMEA,ACC-0119,DR-9055,Clear Aligners,8
SHP-300633,2025-10-12,EMEA,ACC-0164,DR-9363,Clear Aligners,4
SHP-300634,2025-04-14,NA,ACC-0223,DR-9285,Clear Aligners,3
SHP-300635,2024-02-26,NA,ACC-0147,DR-9354,Clear Aligners,6
SHP-300636,2025-11-29,APAC,ACC-0171,DR-9736,Clear Aligners,6
SHP-300637,2024-08-12,EMEA,ACC-0032,DR-9273,Clear Aligners,5
SHP-300638,2024-02-06,APAC,ACC-0097,DR-9961,Clear Aligners,7
SHP-300639,2025-04-11,EMEA,ACC-0134,DR-9990,Clear Aligners,3
SHP-300640,2025-10-21,EMEA,ACC-0053,DR-9747,Clear Aligners,3
SHP-300641,2024-04-18,APAC,ACC-0216,DR-9032,Scanner,1
SHP-300642,2025-04-11,EMEA,ACC-0250,DR-9695,Scanner,1
SHP-300643,2024-10-10,NA,ACC-0036,DR-9774,Clear Aligners,5
SHP-300644,2025-05-21,APAC,ACC-0065,DR-9069,Scanner,1
SHP-300645,2024-06-26,EMEA,ACC-0011,DR-9108,Clear Aligners,8
SHP-300646,2025-01-10,EMEA,ACC-0144,DR-9550,Clear Aligners,1
SHP-300647,2024-10-13,EMEA,ACC-0236,DR-9909,Clear Aligners,1
SHP-300648,2025-12-11,APAC,ACC-0034,DR-9565,Imaging,2
SHP-300649,2025-02-22,APAC,ACC-0232,DR-9534,Clear Aligners,7
SHP-300650,2024-09-20,APAC,ACC-0008,DR-9152,Imaging,2
SHP-300651,2024-05-09,EMEA,ACC-0127,DR-9307,Scanner,2
SHP-300652,2024-03-01,EMEA,ACC-0178,DR-9576,Clear Aligners,7
SHP-300653,2025-04-26,APAC,ACC-0019,DR-9824,Clear Aligners,1
SHP-300654,2024-04-30,APAC,ACC-0106,DR-9477,Clear Aligners,1
SHP-300655,2024-08-24,APAC,ACC-0045,DR-9334,Clear Aligners,8
SHP-300656,2024-02-18,EMEA,ACC-0031,DR-9675,Clear Aligners,5
SHP-300657,2024-08-17,APAC,ACC-0019,DR-9029,Scanner,2
SHP-300658,2024-09-07,APAC,ACC-0170,DR-9860,Clear Aligners,7
SHP-300659,2025-11-06,EMEA,ACC-0178,DR-9542,Clear Aligners,8
SHP-300660,2025-11-04,EMEA,ACC-0023,DR-9615,Scanner,1
SHP-300661,2024-08-06,EMEA,ACC-0164,DR-9058,Clear Aligners,5
SHP-300662,2024-08-21,NA,ACC-0076,DR-9103,Clear Aligners,8
SHP-300663,2025-03-28,NA,ACC-0027,DR-9899,Clear Aligners,3
SHP-300664,2024-09-24,EMEA,ACC-0178,DR-9587,Clear Aligners,3
SHP-300665,2024-10-17,APAC,ACC-0237,DR-9289,Clear Aligners,2
SHP-300666,2024-04-17,EMEA,ACC-0021,DR-9696,Imaging,1
SHP-300667,2024-03-01,NA,ACC-0036,DR-9436,Clear Aligners,5
SHP-300668,2024-09-07,EMEA,ACC-0222,DR-9085,Clear Aligners,5
SHP-300669,2024-12-31,NA,ACC-0068,DR-9835,Clear Aligners,6
SHP-300670,2024-04-09,NA,ACC-0114,DR-9127,Clear Aligners,3
SHP-300671,2025-04-19,EMEA,ACC-0122,DR-9082,Clear Aligners,8
SHP-300672,2024-02-28,NA,ACC-0036,DR-9277,Clear Aligners,4
SHP-300673,2025-04-16,NA,ACC-0071,DR-9746,Clear Aligners,3
SHP-300674,2024-12-28,EMEA,ACC-0164,DR-9825,Scanner,2
SHP-300675,2024-10-30,NA,ACC-0168,DR-9832,Clear Aligners,6
SHP-300676,2024-08-03,EMEA,ACC-0142,DR-9322,Clear Aligners,2
SHP-300677,2025-10-26,NA,ACC-0166,DR-9210,Clear Aligners,2
SHP-300678,2024-03-15,EMEA,ACC-0040,DR-9264,Scanner,1
SHP-300679,2025-10-14,APAC,ACC-0205,DR-9606,Clear Aligners,1
SHP-300680,2025-10-17,EMEA,ACC-0113,DR-9388,Clear Aligners,1
SHP-300681,2025-05-15,APAC,ACC-0176,DR-9754,Clear Aligners,7
SHP-300682,2025-10-27,EMEA,ACC-0187,DR-9054,Clear Aligners,1
SHP-300683,2025-01-04,NA,ACC-0073,DR-9180,Scanner,1
SHP-300684,2025-11-22,EMEA,ACC-0142,DR-9167,Clear Aligners,7
SHP-300685,2025-03-24,NA,ACC-0051,DR-9968,Clear Aligners,4
SHP-300686,2025-01-09,APAC,ACC-0218,DR-9573,Scanner,2
SHP-300687,2025-11-16,EMEA,ACC-0213,DR-9793,Clear Aligners,7
SHP-300688,2024-05-02,EMEA,ACC-0139,DR-9419,Clear Aligners,2
SHP-300689,2025-12-02,NA,ACC-0241,DR-9782,Clear Aligners,5
SHP-300690,2024-10-03,EMEA,ACC-0236,DR-9423,Clear Aligners,2
SHP-300691,2025-06-30,NA,ACC-0101,DR-9846,Clear Aligners,6
